name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-654 b,2156,4.94 Earths,13.661,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4786/kepler-654-b/,Super Earth,2016,4.94 Earths,2.07 x Earth,Unknown,13.7 days,0.0,Kepler-650,b,kepler-650 b,Transit,0,1,3.03214559,0.00000331,-0.00000331,0,,,,,,,,,,,,,,,,,,0.264,0.045,-0.040,0,,,,,0,1,0,1,19h16m00.21s,289.000875,+45d09m15.4s,45.154270,805.00,138.42,-122.22,0,2214.97,1599.38,-1599.38,0,13.684,,0,Kepler-band,14.124,,0,5849.00,64.94,-77.61,0,1.08,0.08,-0.05,0,1.35,0.23,-0.21,0,2016-05-10,Kepler
Kepler-655 b,2554,7.8 Earths,13.464,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4787/kepler-655-b/,Neptune-like,2016,7.8 Earths,0.242 x Jupiter,Unknown,46.4 days,0.0,Kepler-651,b,kepler-651 b,Transit,0,1,21.38521506,0.00003880,-0.00003880,0,,,,,,,,,,,,,,,,,,0.211,0.020,-0.012,0,,,,,0,1,0,1,19h09m19.87s,287.332790,+46d12m12.6s,46.203500,537.00,24.70,-23.32,0,517.01,3.61,-3.61,0,13.940,,0,Kepler-band,13.962,,0,5522.00,64.16,-54.30,0,0.92,0.03,-0.04,0,0.87,0.04,-0.03,0,2016-05-10,Kepler
Kepler-656 b,2828,9.91 Earths,15.337,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4868/kepler-656-b/,Neptune-like,2016,9.91 Earths,0.278 x Jupiter,Unknown,1.3 days,0.0,Kepler-652,b,kepler-652 b,Transit,0,1,4.18200253,0.00000172,-0.00000172,0,,,,,,,,,,,,,,,,,,0.222,0.005,-0.004,0,,,,,0,1,0,1,19h12m01.95s,288.008110,+46d28m24.8s,46.473557,423.00,10.04,-9.39,0,399.10,2.18,-2.18,0,13.393,,0,Kepler-band,13.435,,0,5490.00,43.22,-40.88,0,0.97,0.02,-0.02,0,0.88,0.02,-0.01,0,2016-05-10,Kepler
Kepler-657 b,4058,12.2 Earths,15.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2068/kepler-657-b/,Neptune-like,2016,12.2 Earths,0.314 x Jupiter,Unknown,24.5 days,0.0,Kepler-653,b,kepler-653 b,Transit,0,2,14.70748976,0.00003759,-0.00003759,0,,,,,,,,,,,,,,,,,,0.174,0.026,-0.023,0,,,,,0,1,0,1,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,86.31,-79.11,0,606.06,4.66,-4.66,0,13.387,,0,Kepler-band,13.346,,0,5665.00,54.97,-60.88,0,1.02,0.05,-0.04,0,1.19,0.17,-0.16,0,2016-05-10,Kepler
Kepler-658 b,1112,3.29 Earths,15.491,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4869/kepler-658-b/,Super Earth,2016,3.29 Earths,1.63 x Earth,Unknown,1.3 days,0.0,Kepler-653,c,kepler-653 c,Transit,0,2,0.90037648,0.00000363,-0.00000363,0,,,,,,,,,,,,,,,,,,0.070,0.012,-0.011,0,,,,,0,1,0,1,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,86.31,-79.11,0,606.06,4.66,-4.66,0,13.387,,0,Kepler-band,13.346,,0,5665.00,54.97,-60.88,0,1.02,0.05,-0.04,0,1.19,0.17,-0.16,0,2016-05-10,Kepler
Kepler-659 b,2244,6.8 Earths,15.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4870/kepler-659-b/,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,Unknown,17.7 days,0.0,Kepler-654,b,kepler-654 b,Transit,0,1,13.72465129,0.00005006,-0.00005006,0,,,,,,,,,,,,,,,,,,0.185,0.033,-0.023,0,,,,,0,1,0,1,19h48m16.42s,297.068412,+46d50m03.4s,46.834278,661.00,103.47,-66.61,0,1002.11,16.36,-16.36,0,13.645,,0,Kepler-band,13.661,,0,5865.00,93.80,-89.45,0,1.04,0.05,-0.04,0,1.11,0.17,-0.11,0,2016-05-10,Kepler
Kepler-65 b,999,2.4 Earths,10.966,2012,https://exoplanets.nasa.gov/exoplanet-catalog/377/kepler-65-b/,Super Earth,2012,2.4 Earths,1.42 x Earth,0.035 AU,2.2 days,0.03,Kepler-655,b,kepler-655 b,Transit,0,1,46.40633580,0.00016510,-0.00016510,0,,,,,,,,,,,,,,,,,,0.242,0.037,-0.024,0,,,,,0,1,0,1,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,783.00,114.73,-77.86,0,769.19,9.44,-9.44,0,13.489,,0,Kepler-band,13.464,,0,6170.00,72.99,-62.57,0,1.15,0.06,-0.05,0,1.24,0.18,-0.12,0,2016-05-10,Kepler
Kepler-65 c,999,5.4 Earths,10.966,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4921/kepler-65-c/,Neptune-like,2012,5.4 Earths,0.23 x Jupiter,0.068 AU,5.9 days,0.02,Kepler-656,b,kepler-656 b,Transit,0,1,1.26025909,0.00000066,-0.00000066,0,,,,,,,,,,,,,,,,,,0.278,0.019,-0.030,0,,,,,0,1,0,1,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,867.00,60.08,-55.61,0,913.48,21.78,-21.78,0,15.342,,0,Kepler-band,15.337,,0,5281.00,63.29,-58.78,0,0.86,0.04,-0.04,0,0.82,0.05,-0.05,0,2016-05-10,Kepler
Kepler-65 d,999,4.14 Earths,10.966,2012,https://exoplanets.nasa.gov/exoplanet-catalog/378/kepler-65-d/,Super Earth,2012,4.14 Earths,1.52 x Earth,0.084 AU,8.1 days,0.01,Kepler-657,b,kepler-657 b,Transit,0,1,24.54350418,0.00006435,-0.00006435,0,,,,,,,,,,,,,,,,,,0.314,0.062,-0.029,0,,,,,0,1,0,1,19h24m47.35s,291.197299,+47d18m28.1s,47.307800,1244.00,244.37,-117.67,0,1778.77,83.08,-83.08,0,15.344,,0,Kepler-band,15.319,,0,5808.00,88.65,-121.47,0,1.01,0.06,-0.06,0,1.01,0.20,-0.09,0,2016-05-10,Kepler
Kepler-65 e,999,0.82 Jupiters,10.966,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7420/kepler-65-e/,Gas Giant,2019,0.82 Jupiters,1.24 x Jupiter,Unknown,258.8 days,0.28,Kepler-658,b,kepler-658 b,Transit,0,1,1.28707676,0.00000119,-0.00000119,0,,,,,,,,,,,,,,,,,,0.145,0.005,-0.005,0,,,,,0,1,0,1,18h51m56.11s,282.983790,+47d34m42.9s,47.578590,341.00,14.21,-16.90,0,392.71,5.10,-5.10,0,15.488,,0,Kepler-band,15.491,,0,4103.00,39.35,-37.36,0,0.63,0.02,-0.03,0,0.60,0.02,-0.02,0,2016-05-10,Kepler
Kepler-660 b,1840,7.13 Earths,15.264,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4871/kepler-660-b/,Neptune-like,2016,7.13 Earths,0.229 x Jupiter,Unknown,9.3 days,0.0,Kepler-659,b,kepler-659 b,Transit,0,1,17.67179600,0.00005558,-0.00005558,0,,,,,,,,,,,,,,,,,,0.223,0.029,-0.021,0,,,,,0,1,0,1,19h10m25.97s,287.608202,+47d30m34.9s,47.509686,688.00,28.16,-34.77,0,737.76,15.34,-15.34,0,15.556,,0,Kepler-band,15.566,,0,4870.00,49.22,-56.10,0,0.79,0.03,-0.04,0,0.74,0.03,-0.04,0,2016-05-10,Kepler
Kepler-661 b,1820,9.64 Earths,15.8,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4872/kepler-661-b/,Neptune-like,2016,9.64 Earths,0.274 x Jupiter,Unknown,6 days,0.0,Kepler-66,b,kepler-66 b,Transit,0,1,17.81581500,0.00007500,-0.00007500,0,0.135200,0.001700,-0.001700,0,,,,,,,,,,,,,,0.250,0.014,-0.014,0,,,,,0,1,0,1,19h35m55.58s,293.981569,+46d41m15.9s,46.687748,1107.00,90.00,-90.00,0,1245.35,39.64,-39.64,0,15.300,,0,V (Johnson),15.147,,0,5962.00,79.00,-79.00,0,1.04,0.04,-0.04,0,0.97,0.04,-0.04,0,2014-05-14,Kepler
Kepler-662 b,2091,5.39 Earths,15.374,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2073/kepler-662-b/,Neptune-like,2016,5.39 Earths,2.18 x Earth,Unknown,21.7 days,0.0,Kepler-660,b,kepler-660 b,Transit,0,1,9.27358194,0.00001178,-0.00001178,0,,,,,,,,,,,,,,,,,,0.229,0.010,-0.015,0,,,,,0,1,0,1,19h12m33.18s,288.138262,+47d43m28.0s,47.724453,564.00,23.98,-36.50,0,577.77,9.15,-9.15,0,15.302,,0,Kepler-band,15.264,,0,4779.00,44.67,-49.24,0,0.75,0.04,-0.05,0,0.71,0.03,-0.04,0,2016-05-10,Kepler
Kepler-663 b,3360,7.27 Earths,15.869,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4873/kepler-663-b/,Neptune-like,2016,7.27 Earths,0.232 x Jupiter,Unknown,5 days,0.0,Kepler-661,b,kepler-661 b,Transit,0,1,6.02930132,0.00000536,-0.00000536,0,,,,,,,,,,,,,,,,,,0.274,0.011,-0.019,0,,,,,0,1,0,1,18h54m50.61s,283.710881,+47d51m47.8s,47.863270,558.00,25.54,-35.29,0,542.96,10.10,-10.10,0,15.784,,0,Kepler-band,15.800,,0,4483.00,56.76,-57.11,0,0.70,0.03,-0.04,0,0.67,0.03,-0.04,0,2016-05-10,Kepler
Kepler-664 b,4521,7.56 Earths,15.499,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4874/kepler-664-b/,Neptune-like,2016,7.56 Earths,0.237 x Jupiter,Unknown,2.5 days,0.0,Kepler-662,b,kepler-662 b,Transit,0,1,21.67697486,0.00006711,-0.00006711,0,,,,,,,,,,,,,,,,,,0.194,0.010,-0.011,0,,,,,0,1,0,1,19h21m51.63s,290.465134,+47d55m45.0s,47.929180,641.00,26.99,-36.24,0,834.77,22.49,-22.49,0,15.377,,0,Kepler-band,15.374,,0,4897.00,52.49,-59.98,0,0.79,0.04,-0.04,0,0.74,0.03,-0.04,0,2016-05-10,Kepler
Kepler-665 b,2124,7.27 Earths,15.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4875/kepler-665-b/,Neptune-like,2016,7.27 Earths,0.232 x Jupiter,Unknown,16 days,0.0,Kepler-663,b,kepler-663 b,Transit,0,1,4.99678284,0.00001448,-0.00001448,0,,,,,,,,,,,,,,,,,,0.232,0.018,-0.014,0,,,,,0,1,0,1,19h51m13.98s,297.808262,+47d56m48.0s,47.946671,1030.00,74.38,-63.50,0,1095.49,36.07,-36.07,0,15.861,,0,Kepler-band,15.869,,0,5264.00,90.56,-127.67,0,0.86,0.04,-0.04,0,0.82,0.06,-0.04,0,2016-05-10,Kepler
Kepler-666 b,4338,6.35 Earths,15.341,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4876/kepler-666-b/,Neptune-like,2016,6.35 Earths,0.214 x Jupiter,Unknown,4.5 days,0.0,Kepler-664,b,kepler-664 b,Transit,0,1,2.52559332,0.00000367,-0.00000367,0,,,,,,,,,,,,,,,,,,0.237,0.061,-0.022,0,,,,,0,1,0,1,19h15m01.17s,288.754887,+48d13m34.3s,48.226200,1386.00,363.27,-133.71,0,1253.32,44.36,-44.36,0,15.509,,0,Kepler-band,15.499,,0,5754.00,73.56,-86.08,0,1.01,0.06,-0.05,0,1.02,0.26,-0.10,0,2016-05-10,Kepler
Kepler-667 b,2959,20.1 Earths,15.362,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2078/kepler-667-b/,Neptune-like,2016,20.1 Earths,0.422 x Jupiter,Unknown,41.4 days,0.0,Kepler-665,b,kepler-665 b,Transit,0,1,16.01310205,0.00004308,-0.00004308,0,,,,,,,,,,,,,,,,,,0.232,0.013,-0.013,0,,,,,0,1,0,1,19h48m06.15s,297.025630,+48d28m42.9s,48.478596,651.00,32.14,-36.75,0,623.57,12.16,-12.16,0,15.390,,0,Kepler-band,15.402,,0,4913.00,93.83,-86.97,0,0.79,0.04,-0.04,0,0.74,0.03,-0.04,0,2016-05-10,Kepler
Kepler-668 b,2861,7.75 Earths,15.293,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4877/kepler-668-b/,Neptune-like,2016,7.75 Earths,0.241 x Jupiter,Unknown,8.4 days,0.0,Kepler-666,b,kepler-666 b,Transit,0,1,4.49876092,0.00001769,-0.00001769,0,,,,,,,,,,,,,,,,,,0.214,0.052,-0.025,0,,,,,0,1,0,1,19h53m49.64s,298.456840,+48d47m29.7s,48.791592,1330.00,316.53,-168.02,0,1575.64,61.85,-61.85,0,15.395,,0,Kepler-band,15.341,,0,5887.00,164.92,-179.03,0,1.03,0.09,-0.08,0,1.05,0.25,-0.12,0,2016-05-10,Kepler
Kepler-669 b,5800,20.8 Earths,15.482,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4878/kepler-669-b/,Neptune-like,2016,20.8 Earths,0.431 x Jupiter,Unknown,4.1 days,0.0,Kepler-667,b,kepler-667 b,Transit,0,1,41.43962808,0.00008183,-0.00008183,0,,,,,,,,,,,,,,,,,,0.422,0.035,-0.025,0,,,,,0,1,0,1,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,907.00,76.21,-51.70,0,2468.46,163.22,-163.22,0,15.400,,0,Kepler-band,15.362,,0,5327.00,53.04,-70.39,0,0.91,0.04,-0.04,0,0.87,0.07,-0.05,0,2016-05-10,Kepler
Kepler-66 b,3611,8.25 Earths,15.3,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5004/kepler-66-b/,Neptune-like,2013,8.25 Earths,0.25 x Jupiter,0.1352 AU,17.8 days,0.0,Kepler-668,b,kepler-668 b,Transit,0,1,8.35390639,0.00001695,-0.00001695,0,,,,,,,,,,,,,,,,,,0.241,0.021,-0.016,0,,,,,0,1,0,1,19h01m59.82s,285.499250,+49d16m38.5s,49.277348,877.00,70.00,-59.00,0,802.51,17.35,-17.35,0,15.317,,0,Kepler-band,15.293,,0,5352.00,60.59,-60.88,0,0.87,0.04,-0.05,0,0.82,0.06,-0.05,0,2016-05-10,Kepler
Kepler-670 b,3197,Unknown,15.027,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4879/kepler-670-b/,Gas Giant,2016,Unknown,1.176 x Jupiter,Unknown,2.8 days,0.0,Kepler-669,b,kepler-669 b,Transit,0,1,4.12554687,0.00000310,-0.00000310,0,,,,,,,,,,,,,,,,,,0.431,0.114,-0.049,0,,,,,0,1,0,1,19h27m44.68s,291.936173,+49d15m14.3s,49.253986,1778.00,463.31,-208.21,0,2198.40,153.69,-153.69,0,15.506,,0,Kepler-band,15.482,,0,6038.00,97.84,-109.18,0,1.15,0.10,-0.07,0,1.20,0.32,-0.13,0,2016-05-10,Kepler
Kepler-671 b,3715,7.7 Earths,15.358,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2082/kepler-671-b/,Neptune-like,2016,7.7 Earths,0.24 x Jupiter,Unknown,4.3 days,0.0,Kepler-67,b,kepler-67 b,Transit,0,1,15.72590000,0.00011000,-0.00011000,0,0.117100,0.001500,-0.001500,0,,,,,,,,,,,,,,0.262,0.014,-0.014,0,,,,,0,1,0,1,19h36m36.80s,294.153336,+46d09m59.2s,46.166438,1107.00,90.00,-90.00,0,1165.55,69.00,-69.00,0,16.400,,0,V (Johnson),16.172,,0,5331.00,63.00,-63.00,0,0.86,0.03,-0.03,0,0.78,0.03,-0.03,0,2014-05-14,Kepler
Kepler-672 b,3298,6.8 Earths,15.131,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4880/kepler-672-b/,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,Unknown,38.4 days,0.0,Kepler-670,b,kepler-670 b,Transit,0,1,2.81650485,0.00000015,-0.00000015,0,,,,,,,,,,,,,,,,,,1.176,0.262,-0.108,0,,,,,0,1,0,1,19h48m03.71s,297.015468,+49d13m31.1s,49.225292,980.00,218.34,-97.82,0,965.64,18.77,-18.77,0,15.052,,0,Kepler-band,15.027,,0,5709.00,89.42,-134.39,0,0.99,0.05,-0.06,0,0.99,0.22,-0.09,0,2016-05-10,Kepler
Kepler-673 b,3190,34.8 Earths,15.506,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4881/kepler-673-b/,Neptune-like,2016,34.8 Earths,0.583 x Jupiter,Unknown,3.7 days,0.0,Kepler-671,b,kepler-671 b,Transit,0,1,4.28095859,0.00000648,-0.00000648,0,,,,,,,,,,,,,,,,,,0.240,0.044,-0.018,0,,,,,0,1,0,1,19h37m03.79s,294.265808,+49d18m50.7s,49.314091,1139.00,200.13,-87.05,0,1207.94,44.85,-44.85,0,15.356,,0,Kepler-band,15.358,,0,5624.00,74.83,-91.38,0,0.97,0.05,-0.04,0,0.95,0.17,-0.07,0,2016-05-10,Kepler
Kepler-674 b,985,3.5 Earths,15.127,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4882/kepler-674-b/,Super Earth,2016,3.5 Earths,1.69 x Earth,Unknown,2.2 days,0.0,Kepler-672,b,kepler-672 b,Transit,0,1,38.37746230,0.00015550,-0.00015550,0,,,,,,,,,,,,,,,,,,0.223,0.029,-0.016,0,,,,,1,1,0,1,19h26m53.28s,291.722008,+49d28m51.2s,49.480877,1011.00,127.59,-74.15,0,1065.51,22.97,-22.97,0,15.172,,0,Kepler-band,15.131,,0,5627.00,75.47,-79.72,0,0.95,0.04,-0.05,0,0.92,0.11,-0.06,0,2016-05-10,Kepler
Kepler-675 b,2124,6.53 Earths,15.336,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4883/kepler-675-b/,Neptune-like,2016,6.53 Earths,0.218 x Jupiter,Unknown,2.3 days,0.0,Kepler-673,b,kepler-673 b,Transit,0,1,3.72873109,0.00000093,-0.00000093,0,,,,,,,,,,,,,,,,,,0.583,0.047,-0.043,0,,,,,0,1,0,1,19h23m08.58s,290.785759,+50d03m14.8s,50.054119,978.00,79.56,-65.42,0,942.85,22.75,-22.75,0,15.523,,0,Kepler-band,15.506,,0,5355.00,60.40,-71.68,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,2016-05-10,Kepler
Kepler-676 b,793,9.48 Earths,15.879,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2087/kepler-676-b/,Neptune-like,2016,9.48 Earths,0.271 x Jupiter,Unknown,11.6 days,0.0,Kepler-674,b,kepler-674 b,Transit,0,1,2.24338185,0.00000272,-0.00000272,0,,,,,,,,,,,,,,,,,,0.151,0.009,-0.006,0,,,,,0,1,0,1,19h00m42.29s,285.176211,+50d08m59.3s,50.149818,302.00,18.81,-17.56,0,345.64,3.30,-3.30,0,15.135,,0,Kepler-band,15.127,,0,4192.00,40.95,-42.83,0,0.60,0.04,-0.04,0,0.57,0.03,-0.02,0,2016-05-10,Kepler
Kepler-677 b,3849,25 Earths,15.297,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4884/kepler-677-b/,Neptune-like,2016,25 Earths,0.48 x Jupiter,Unknown,6.6 days,0.0,Kepler-675,b,kepler-675 b,Transit,0,1,2.33743801,0.00000207,-0.00000207,0,,,,,,,,,,,,,,,,,,0.218,0.021,-0.014,0,,,,,0,1,0,1,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,651.00,31.74,-38.06,0,678.42,14.03,-14.03,0,15.334,,0,Kepler-band,15.336,,0,4945.00,69.87,-70.99,0,0.79,0.04,-0.04,0,0.75,0.03,-0.04,0,2016-05-10,Kepler
Kepler-678 b,2854,23.1 Earths,15.061,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4885/kepler-678-b/,Neptune-like,2016,23.1 Earths,0.459 x Jupiter,Unknown,7.3 days,0.0,Kepler-676,b,kepler-676 b,Transit,0,1,11.59822172,0.00001399,-0.00001399,0,,,,,,,,,,,,,,,,,,0.271,0.012,-0.030,0,,,,,0,1,0,1,19h44m53.27s,296.221970,+50d17m14.1s,50.287237,243.00,14.91,-16.72,0,297.70,2.83,-2.83,0,15.937,,0,Kepler-band,15.879,,0,3701.00,39.31,-40.14,0,0.51,0.02,-0.03,0,0.49,0.02,-0.03,0,2016-05-10,Kepler
Kepler-679 b,3158,9.32 Earths,15.529,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4889/kepler-679-b/,Neptune-like,2016,9.32 Earths,0.269 x Jupiter,Unknown,12.4 days,0.0,Kepler-677,b,kepler-677 b,Transit,0,1,6.57531678,0.00000369,-0.00000369,0,,,,,,,,,,,,,,,,,,0.480,0.104,-0.037,0,,,,,0,1,0,1,19h20m23.54s,290.098067,+50d19m17.8s,50.321609,1180.00,252.65,-99.12,0,2073.78,114.33,-114.33,0,15.312,,0,Kepler-band,15.297,,0,5723.00,68.82,-87.95,0,1.00,0.05,-0.05,0,0.99,0.21,-0.08,0,2016-05-10,Kepler
Kepler-67 b,3611,8.96 Earths,16.4,2013,https://exoplanets.nasa.gov/exoplanet-catalog/379/kepler-67-b/,Neptune-like,2013,8.96 Earths,0.262 x Jupiter,0.1171 AU,15.7 days,0.0,Kepler-678,b,kepler-678 b,Transit,0,1,7.27503724,0.00000427,-0.00000427,0,,,,,,,,,,,,,,,,,,0.459,0.059,-0.031,0,,,,,0,1,0,1,19h41m49.27s,295.455293,+50d29m40.4s,50.494560,875.00,112.58,-61.05,0,1927.59,90.30,-90.30,0,15.080,,0,Kepler-band,15.061,,0,5520.00,72.95,-108.11,0,0.94,0.04,-0.05,0,0.91,0.12,-0.06,0,2016-05-10,Kepler
Kepler-680 b,4378,6.44 Earths,15.215,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4976/kepler-680-b/,Neptune-like,2016,6.44 Earths,0.216 x Jupiter,Unknown,3.7 days,0.0,Kepler-679,b,kepler-679 b,Transit,0,1,12.39358604,0.00003829,-0.00003829,0,,,,,,,,,,,,,,,,,,0.269,0.029,-0.035,0,,,,,0,1,0,1,19h44m05.12s,296.021342,+50d34m04.0s,50.567783,968.00,89.61,-75.62,0,946.82,25.87,-25.87,0,15.505,,0,Kepler-band,15.529,,0,5403.00,97.13,-105.75,0,0.87,0.05,-0.05,0,0.84,0.07,-0.06,0,2016-05-10,Kepler
Kepler-681 b,2172,9.69 Earths,15.227,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4977/kepler-681-b/,Neptune-like,2016,9.69 Earths,0.275 x Jupiter,Unknown,26.4 days,0.0,Kepler-68,b,kepler-68 b,Transit,0,3,5.39880000,,,0,,,,,0.000000,,,0,,,,,0.02407,0.00431,-0.00415,0,Mass,,,,,,,,,0,1,0,1,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,144.77,0.44,-0.44,0,144.77,0.44,-0.44,0,9.990,0.180,0,V (Johnson),9.934,,0,5793.00,74.00,-74.00,0,1.08,0.05,-0.05,0,1.24,0.02,-0.02,0,2019-06-27,Kepler
Kepler-682 b,3102,0.134 Jupiters,15.117,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4978/kepler-682-b/,Gas Giant,2016,0.134 Jupiters,0.658 x Jupiter,Unknown,12.6 days,0.0,Kepler-68,c,kepler-68 c,Transit,0,3,9.60510000,,,0,,,,,0.000000,,,0,,,,,0.00642,0.00541,-0.00560,0,Mass,,,,,,,,,0,1,0,1,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,144.77,0.44,-0.44,0,144.77,0.44,-0.44,0,9.990,0.180,0,V (Johnson),9.934,,0,5793.00,74.00,-74.00,0,1.08,0.05,-0.05,0,1.24,0.02,-0.02,0,2019-06-27,Kepler
Kepler-683 b,3184,4.54 Earths,15.001,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4979/kepler-683-b/,Super Earth,2016,4.54 Earths,1.97 x Earth,Unknown,2.5 days,0.0,Kepler-68,d,kepler-68 d,Radial Velocity,0,3,634.60000000,4.10000000,-3.70000000,0,,,,,0.112000,0.035000,-0.034000,0,,,,,0.77000,0.03000,-0.03000,0,Msini,,,,,,,,,0,1,0,0,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,144.77,0.44,-0.44,0,144.77,0.44,-0.44,0,9.990,0.180,0,V (Johnson),9.934,,0,5793.00,74.00,-74.00,0,1.08,0.05,-0.05,0,1.24,0.02,-0.02,0,2019-06-13,W. M. Keck Observatory
Kepler-684 b,3477,11.2 Earths,15.579,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4980/kepler-684-b/,Neptune-like,2016,11.2 Earths,0.3 x Jupiter,Unknown,6.8 days,0.0,Kepler-680,b,kepler-680 b,Transit,0,1,3.68992629,0.00000943,-0.00000943,0,,,,,,,,,,,,,,,,,,0.216,0.073,-0.022,0,,,,,0,1,0,1,19h26m29.38s,291.622410,+50d37m05.7s,50.618237,1342.00,446.09,-145.05,0,1559.56,57.38,-57.38,0,15.242,,0,Kepler-band,15.215,,0,5890.00,77.37,-99.20,0,1.08,0.10,-0.06,0,1.11,0.38,-0.11,0,2016-05-10,Kepler
Kepler-685 b,3735,0.248 Jupiters,15.019,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4981/kepler-685-b/,Gas Giant,2016,0.248 Jupiters,0.944 x Jupiter,Unknown,1.6 days,0.0,Kepler-681,b,kepler-681 b,Transit,0,1,26.39435646,0.00006078,-0.00006078,0,,,,,,,,,,,,,,,,,,0.275,0.014,-0.014,0,,,,,0,1,0,1,19h17m35.93s,289.399721,+51d15m01.2s,51.250324,666.00,33.17,-37.24,0,700.68,11.41,-11.41,0,15.234,,0,Kepler-band,15.227,,0,5021.00,63.80,-62.09,0,0.80,0.04,-0.05,0,0.76,0.03,-0.04,0,2016-05-10,Kepler
Kepler-686 b,3924,Unknown,15.524,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4982/kepler-686-b/,Gas Giant,2016,Unknown,1.084 x Jupiter,Unknown,1.6 days,0.0,Kepler-682,b,kepler-682 b,Transit,0,1,12.61190667,0.00000646,-0.00000646,0,,,,,,,,,,,,,,,,,,0.658,0.069,-0.045,0,,,,,0,1,0,1,19h16m26.93s,289.112222,+51d44m14.6s,51.737381,951.00,101.45,-67.82,0,2102.40,110.24,-110.24,0,15.140,,0,Kepler-band,15.117,,0,5559.00,84.63,-82.16,0,0.92,0.04,-0.05,0,0.89,0.09,-0.06,0,2016-05-10,Kepler
